CLIENT INDUSTRY,CLIENT OTHER INDUSTRY,CLIENT NAME
OTHER,On File with BOE,"Prime Bar, LLC"
OTHER,On File with BOE,Public Building Commission of Chicago
OTHER,,Public Consulting Group
OTHER,Security systems,Q-Star Technology
OTHER,Contractor,Quantum Crossings LLC
OTHER,On File with BOE,Raymond James
OTHER,On File with BOE,"RBS Americas, Citizens Financial Group"
OTHER,,Red Bull
OTHER,Automatic Traffic Systems,RedFlex Traffic Systems
OTHER,"asphalt, aggregate and materials",Reliable Asphalt Company
OTHER,Aggregate ,Reliable Asphalt Company
OTHER,aggregate ,Reliable Asphalt Company
OTHER,Personal care service (hairdressing),Rev.Billy's Chop Shop Inc.
OTHER,Recovery Audit Services,Revenew International LLC
OTHER,Recovery Audit Firm,Revenew International LLC
OTHER,Digital Signs,"Revision Group, LLC"
OTHER,On File with BOE,Reyes Kurson
OTHER,On File with BOE,Rice Financial Products Co.
OTHER,Condo Associatoin ,River Village Townhomes Homeowners Association 
OTHER,,RM Chin
OTHER,Registered Lobbyist,Robert S. Molaro & Associates
OTHER,,Robert S. Molaro & Associates
OTHER,Lobbying,Robert S. Molaro & Associates
OTHER,Grocery store operator ,Roundy's
OTHER,Grocery Store,Roundy's
OTHER,Personal residence,"Ruiz, Michele and Jesse"
OTHER,On File with BOE,Samco Enterprises
OTHER,On File with BOE,"Samuel A Ramirez & Co., Inc."
OTHER,On File with BOE,"Santa Fe Chicken of Chicago, Inc"
OTHER,Massage & Acupuncture,Sasha Hanning
OTHER,Contractor,Savage Services Corp.
OTHER,On File with BOE,"Securities Industry and Financial Markets Assoc., Inc."
OTHER,On File with BOE,Sensis Corp.
OTHER,Emergency clean-up,SET Environmental
OTHER,Construction ,Seven-D Construction Company
OTHER,Construction,Seven-D Construction Company
OTHER,Construction / Lanscaping,Seven-D Construction Company
OTHER,,Seven D/Sheridan Plumbing
OTHER,On File with BOE,"Siebert Brandford Shank & Co, LLC"
OTHER,Management Company,SMG
OTHER,Public Facility Management,SMG
OTHER,Entertainment facility management company,SMG
OTHER,Retail Food,Solano De Carrier
OTHER,Retail Food ,Solano De Carrier
OTHER,Retail Food ,Solano De C arrier
OTHER,Hari Salon,Sola Salon Studios
OTHER,Hair Salon,Sola Salon Studios
OTHER,Food Processing,South Chicago Packing Co
OTHER,temporary employment agency,Special Counsel
OTHER,employment agency,Special Counsel
OTHER,Employment Services,Special Counsel
OTHER,parking garage,SP Plus Corp
OTHER,,"SRC Aviation, LLC"
OTHER,parking garage,Standard Parking
OTHER,On File with BOE,Steans Family Foundation
OTHER,Not-For-Profit,Steans Family Foundation
OTHER,"Sale,service and lease of const. eq. & snow removal equipment ","Steve''s Equipment Service, Inc."
OTHER,,Stonewater One North State Funding LLC
OTHER,On File with BOE,"Strategic Hotel Capital, Inc."
OTHER,,Summit Design + Builder LLC
OTHER,On File with BOE,"Superdawg Drive-In, Inc"
OTHER,On File with BOE,Symantec Corp
OTHER,On File with BOE,Synch-Solutions
OTHER,On File with BOE,Talan & Ktsanes
OTHER,Public Safety Technology,Taser International
OTHER,Test - Non Lobbyist,Test Case
OTHER,Job order contracting management,"The Gordian Group, Inc."
OTHER,business consulting ,The Leonis Group
OTHER,On File with BOE,The Mid
OTHER,Construction,The Onni Group
OTHER,Food Services,"The Paradies Shops, Inc."
OTHER,Airport Concessions,"The Paradies Shops, Inc."
OTHER,energy,Thermal Chicago Corp.
OTHER,energy,Thermal Chicago Corporation
OTHER,district cooling plant,Thermal Chicago Corporation
OTHER,district energy,Thermal Chicago Corporation
OTHER,,Tiaa Cref
OTHER,On File with BOE,TKG & Associates
OTHER,On File with BOE,Tokyo Inn Company
OTHER,Architect,Tom Elden 2013 Trust
OTHER,On File with BOE,Toyoka Inn Co.
OTHER,Grocery,"Trader Joe's East, Inc."
OTHER,MunicipalEquip Sales/uplifts/parts & service,"Tri-Angle Fabrication & Body Co., Inc."
OTHER,Municipal Equip. Sales/uplifts/parts & service,"Tri-Angle Fabrication & Body Co., Inc."
OTHER,Equipment Sales/upfits/parts & service,"Tri-Angle Fabrication & Body Co., Inc."
OTHER,municipal Equip Sales/Uplifts/ Parts and service,"Tri-Angle Fabrication & Body Co., Inc."
OTHER,equipment sales / parts and service,"Tri-Angle Fabrication & Body Co., Inc."
OTHER,Consulting ,Tropical Optical Company
OTHER,Consulting,Tropical Optical Company
OTHER,Not for profit low income housing,Turnstone Development Corporation
OTHER,Not for profit low income housing developer,Turnstone Development Corporation
OTHER,On File with BOE,"Ungaretti & Harris,LLP"
OTHER,Various Consulting,"Unison Consulting, Inc."
OTHER,Consulting,"Unison Consulting, Inc."
OTHER,Consultant,"Unison Consulting, Inc."
OTHER,On File with BOE,Unisys Corp.
OTHER,On File with BOE,Unisys Corporation
OTHER,Shipping,United Parcel Service
OTHER,PACKAGE DELIVERY,United Parcel Service
OTHER,Shipping and logistics,United Parcel Service
OTHER,,United Parcel Service
OTHER,Parcel delivery services,"United Parcel Service, Inc."
OTHER,Labor Union ,"UNITEHERE, Local 1"
OTHER,Labor Union,"UNITEHERE, Local 1"
OTHER,On File with BOE,Urban Partnership Bank
OTHER,Medical Cannabis Dispensary ,"Urbs Alternative, LLC"
OTHER,On File with BOE,"US Bancorp Investments, Inc"
OTHER,On File with BOE,US Bank Municipal Securities Group
OTHER,Government Purchasing,U.S. Communities
OTHER,Utility Warranties,"Utility Service Partners, Inc."
OTHER,Consulting,Vertiport Developers
OTHER,Signage,Victor Sign Corp
OTHER,On File with BOE,Village of Bensenville
OTHER,,"Viridian Enterprise, Inc."
OTHER,Property Management Co,Waterton Residential
OTHER,On File with BOE,Wells Street Restaurant
OTHER,On File with BOE,"Westfield Concession Management, Inc."
OTHER,Airport Concession Management,"Westfield Concession Management, Inc."
OTHER,On File with BOE,Westfield Group
OTHER,non profit business group,West Town Chicago Chamber of Commerce
OTHER,Non Profit 501 C6 Representing small business members,West Town Chicago Chamber of Commerce
OTHER,Non-Profit Chamber of Commerce,West Town Chicago Chamber of Commerce Board of Directors and Voting Members
OTHER,Chamber of Commerce / Small Business Development Center,West Town Chicago Chamber of Commerce Board of Directors and Voting Members
OTHER,Barbershop,Wheeler Coleman
OTHER,On File with BOE,WhirlyBall
OTHER,On File with BOE,William Blair
OTHER,On File with BOE,"William Blair & Co., LLC"
OTHER,Lobbyist,"William Filan, Ltd"
OTHER,Lobbying Firm,"William Filan, Ltd"
OTHER,Lobbying,"William Filan, Ltd"
OTHER,Wine Industry,Wine Institute
OTHER,Real Estate,Wirtz Realty Corporation
OTHER,Electricity/Natural Gas,Wisconsin Energy Corporation 
OTHER,,Wisconsin Energy Corporation 
OTHER,sports facility,XS Tennis Village LLC
OTHER,,Zeller Development Corporation
OTHER,,Zheng Construction Corp.
OTHER,On File with BOE,"Zulkey, Richard E."
PUBLIC INTEREST,,A Fresh Start Sober Living
PUBLIC INTEREST,,After School Matters
PUBLIC INTEREST,,American Beverage Assoc.
PUBLIC INTEREST,,Americans United for Change
PUBLIC INTEREST,,Aunt Martha's Youth Centers
PUBLIC INTEREST,,Better Government Association
PUBLIC INTEREST,,Center for Neighborhood Technology
PUBLIC INTEREST,,Chicago Commons Association
PUBLIC INTEREST,,Chicagoland Chamber of Commerce
PUBLIC INTEREST,,Chicago Neighborhood Initiatives
PUBLIC INTEREST,,Citizens Utility Board
PUBLIC INTEREST,,Community Champions
PUBLIC INTEREST,,Dewey Square Group
PUBLIC INTEREST,,Far South Side Community Development Corp
PUBLIC INTEREST,,Global Strategy Group
PUBLIC INTEREST,,Illinois Policy Action
PUBLIC INTEREST,,Institute for Justice
PUBLIC INTEREST,,John Paul II Newman Foundation
PUBLIC INTEREST,,La Casa Norte
PUBLIC INTEREST,,Museum of Contemporary Art
PUBLIC INTEREST,,Museums in the Park
PUBLIC INTEREST,,"Navy Pier, Inc"
PUBLIC INTEREST,,"Navy Pier, Inc."
PUBLIC INTEREST,,Newcastle Limited
PUBLIC INTEREST,,Old Town Triangle Association
PUBLIC INTEREST,,One Stop Loans
PUBLIC INTEREST,,The Children's Place
PUBLIC INTEREST,,United Neighborhood Organization
PUBLIC RELATIONS & ADVERTISING,,"Access Signs, Inc"
PUBLIC RELATIONS & ADVERTISING,,AdTraction Media LLC
PUBLIC RELATIONS & ADVERTISING,,ASGK Advocacy Communications
PUBLIC RELATIONS & ADVERTISING,,CBS Outdoor
PUBLIC RELATIONS & ADVERTISING,,CBS Outdoor Display Division
PUBLIC RELATIONS & ADVERTISING,,Clear Channel Airports
PUBLIC RELATIONS & ADVERTISING,,Clear Channel Outdoor
PUBLIC RELATIONS & ADVERTISING,,"Clear Channel Outdoor, Inc."
PUBLIC RELATIONS & ADVERTISING,,"iHeartMedia, Inc., Clear Channel Outdoor, and Affiliated Entities"
PUBLIC RELATIONS & ADVERTISING,,Illinois Sign Assoc.
PUBLIC RELATIONS & ADVERTISING,,"Image Media Advertising, Inc"
PUBLIC RELATIONS & ADVERTISING,,"Interstate JC Decaux, LLC"
PUBLIC RELATIONS & ADVERTISING,,"Interstate JCDecaux, LLC"
PUBLIC RELATIONS & ADVERTISING,,"Interstate/JCDecaux, LLC"
PUBLIC RELATIONS & ADVERTISING,,"JCDecaux Airport Chicago, LLC"
PUBLIC RELATIONS & ADVERTISING,,"JCDecaux Chicago, LLC"
PUBLIC RELATIONS & ADVERTISING,,"JCDecaux Chicago, LLC and Affiliated Companies"
PUBLIC RELATIONS & ADVERTISING,,"JCDecaux North America, Inc"
PUBLIC RELATIONS & ADVERTISING,,"JEM Group, LLC"
PUBLIC RELATIONS & ADVERTISING,,mater inc
PUBLIC RELATIONS & ADVERTISING,,"Mike Media Group, Inc"
PUBLIC RELATIONS & ADVERTISING,,"National Promotions & Advertising, Inc (FKA Contest Promotions)"
PUBLIC RELATIONS & ADVERTISING,,Outfront Media
PUBLIC RELATIONS & ADVERTISING,,OutSelling Inc
PUBLIC RELATIONS & ADVERTISING,,Polk Street Group
PUBLIC RELATIONS & ADVERTISING,,"Project Outdoor, LLC"
PUBLIC RELATIONS & ADVERTISING,,"Red Star Outdoor, LLC"
PUBLIC RELATIONS & ADVERTISING,,Titan Outdoor LLC
PUBLIC RELATIONS & ADVERTISING,,Total Outdoor
PUBLIC RELATIONS & ADVERTISING,,Wright Advertising
PUBLIC UTILITIES,,AT&T and Its Affiliates
PUBLIC UTILITIES,,City of Chicago
PUBLIC UTILITIES,,"City of Chicago, Department of Water Management"
PUBLIC UTILITIES,,ComEd
PUBLIC UTILITIES,,Commonwealth Edison
PUBLIC UTILITIES,,Commonwealth Edison Co
PUBLIC UTILITIES,,Commonwealth Edison Company
PUBLIC UTILITIES,,Constellation
PUBLIC UTILITIES,,Constellation Energy Group
PUBLIC UTILITIES,,Enwave Chicago
PUBLIC UTILITIES,,Exelon Generation - Constellation Energy
PUBLIC UTILITIES,,Growth Energy
PUBLIC UTILITIES,,Homefield Energy
PUBLIC UTILITIES,,"Integrys Energy Group, Inc"
PUBLIC UTILITIES,,"Integrys Energy Group, Inc."
PUBLIC UTILITIES,,"Integrys Energy Services, Inc."
PUBLIC UTILITIES,,InterPark Incorporated
PUBLIC UTILITIES,,Kamstrup Water Metering LLC
PUBLIC UTILITIES,,Kinder Morgan Energy Partners
PUBLIC UTILITIES,,Matt Quinn
PUBLIC UTILITIES,,Metron-Farnier
PUBLIC UTILITIES,,Midwest Generation
PUBLIC UTILITIES,,"Midwest Generation EME,LLC"
PUBLIC UTILITIES,,"Midwest Generation EME, LLC"
PUBLIC UTILITIES,,Noresco LLC
PUBLIC UTILITIES,,NRG Energy Inc.
PUBLIC UTILITIES,,"NRG Energy, Inc."
PUBLIC UTILITIES,,Peoples Gas Light and Coke Co.
PUBLIC UTILITIES,,"Quinn, Matthew"
PUBLIC UTILITIES,,"Ravenswood Disposal Service, Inc"
PUBLIC UTILITIES,,Sensus North America
PUBLIC UTILITIES,,The Peoples Gas Light and Coke Company
PUBLIC UTILITIES,,Thermal Chicago Corporation
PUBLIC UTILITIES,,"Utility Service Partners, Inc"
PUBLIC UTILITIES,,"Utility Service Partners, Inc."
PUBLIC UTILITIES,,Wisconsin Energy Corporation 
RACING & WAGERING,,Chicagoland Speedway
RACING & WAGERING,,Illinois Coin Machine Operators Assoc.
RACING & WAGERING,,Illinois Gaming Machine Operators Association
RACING & WAGERING,,Midwest Gaming and Entertainment LLC
RACING & WAGERING,,"Midwest Gaming & Entertainment, LLC"
RACING & WAGERING,,Overhill Development
RACING & WAGERING,,Rush Street Gaming
REAL ESTATE & CONSTRUCTION,,"1000 S. Wells (Chicago), LLC"
REAL ESTATE & CONSTRUCTION,,1028 West Diversey LLC
REAL ESTATE & CONSTRUCTION,,1100 E 47th St. LLC 
REAL ESTATE & CONSTRUCTION,,1100 E 47th Street LLC
REAL ESTATE & CONSTRUCTION,,"1119 W. Webster Restaurant, LLC"
REAL ESTATE & CONSTRUCTION,,111 W. Chestnut LLC
REAL ESTATE & CONSTRUCTION,,"111 West Jackson Associates, LLC"
REAL ESTATE & CONSTRUCTION,,"1136 South Wabash, LLC"
REAL ESTATE & CONSTRUCTION,,"11 South LaSalle Hotel Partners, LLC"
REAL ESTATE & CONSTRUCTION,,11st Wabash LLC
REAL ESTATE & CONSTRUCTION,,1200 ASHLAND LLC C/O ROBERT MOSKY
REAL ESTATE & CONSTRUCTION,,1211 W WEBSTER LLC C/O THAD WONG
REAL ESTATE & CONSTRUCTION,,121 E Cermak LLC
REAL ESTATE & CONSTRUCTION,,1243 W Henderson LLC
REAL ESTATE & CONSTRUCTION,,1246 Pratt LLC
REAL ESTATE & CONSTRUCTION,,"125 S Clark (Chicago) SPE, LLC"
REAL ESTATE & CONSTRUCTION,,1301 W Schubert LLC
REAL ESTATE & CONSTRUCTION,,"1313 S. Wabash, LLC"
REAL ESTATE & CONSTRUCTION,,1320 North State Parkway Apartments
REAL ESTATE & CONSTRUCTION,,"1433 Wells, LLC"
REAL ESTATE & CONSTRUCTION,,1444 Augusta LLC
REAL ESTATE & CONSTRUCTION,,1500 Lake Shore Drive Building Corp.
REAL ESTATE & CONSTRUCTION,,1514 W Division LLC
REAL ESTATE & CONSTRUCTION,,"1515 North Halsted, LLC"
REAL ESTATE & CONSTRUCTION,,1518 N Astor LLC
REAL ESTATE & CONSTRUCTION,,151 N. Franklin LLC
REAL ESTATE & CONSTRUCTION,,1525 HP LLC
REAL ESTATE & CONSTRUCTION,,"1532 Chicago, LLC"
REAL ESTATE & CONSTRUCTION,,1549 NNP LLC
REAL ESTATE & CONSTRUCTION,,156 N Jefferson LLC
REAL ESTATE & CONSTRUCTION,,15 Hubbard LLC
REAL ESTATE & CONSTRUCTION,,1600 E 53rd St. LLC
REAL ESTATE & CONSTRUCTION,,1601 West Division LLC
REAL ESTATE & CONSTRUCTION,,1625 South Street LLC
REAL ESTATE & CONSTRUCTION,,162 W. Superior LLC
REAL ESTATE & CONSTRUCTION,,"1800 Ashland, LLC"
REAL ESTATE & CONSTRUCTION,,1815 W. Division LLC
REAL ESTATE & CONSTRUCTION,,"1818 May, LLC"
REAL ESTATE & CONSTRUCTION,,"182 W. Lake, LLC"
REAL ESTATE & CONSTRUCTION,,182 W. lake St. LLC
REAL ESTATE & CONSTRUCTION,,1930 Sedgwick LLC
REAL ESTATE & CONSTRUCTION,,1952 Lawrence Ave. LLC
REAL ESTATE & CONSTRUCTION,,"2004-2008 W. Erie Street, LLC c/o Bartlomiej Przyjemski"
REAL ESTATE & CONSTRUCTION,,2040-2042 N Damen Ave LLC
REAL ESTATE & CONSTRUCTION,,"2100 S Indiana Avenue Equities, LLC"
REAL ESTATE & CONSTRUCTION,,2107 W Ohio LLC
REAL ESTATE & CONSTRUCTION,,215 W Hubbard LLC
REAL ESTATE & CONSTRUCTION,,221 E 49th Street LLC
REAL ESTATE & CONSTRUCTION,,2240 N Milwaukee LLC
REAL ESTATE & CONSTRUCTION,,2242 N Seminary LLC
REAL ESTATE & CONSTRUCTION,,"228 Racine, LLC"
REAL ESTATE & CONSTRUCTION,,230 West Monroe Associates Property LLC
REAL ESTATE & CONSTRUCTION,,2315 Kenneth LLC
REAL ESTATE & CONSTRUCTION,,2400 N. Lakeview Condo. Assoc.
REAL ESTATE & CONSTRUCTION,,2523 N Halsted Condo Assoc.
REAL ESTATE & CONSTRUCTION,,"2532 Irving Park, LLC c/o Bart Przyjemski"
REAL ESTATE & CONSTRUCTION,,2557-59 MARSHFIELD LLC C/O DAN O'LEARY
REAL ESTATE & CONSTRUCTION,,2616 W North Ave. LLC
REAL ESTATE & CONSTRUCTION,,2650 Milwaukee LLC
REAL ESTATE & CONSTRUCTION,,"2800 S. Ashland Development Assoc., LLC"
REAL ESTATE & CONSTRUCTION,,2817 N. Clark LLC
REAL ESTATE & CONSTRUCTION,,3030 N Broadway LLC
REAL ESTATE & CONSTRUCTION,,3200 South Kedzie LLC
REAL ESTATE & CONSTRUCTION,,320 Oakdale Condominium Association
REAL ESTATE & CONSTRUCTION,,"3300 W Franklin Blvd LLC- c/o Development Resources, Inc"
REAL ESTATE & CONSTRUCTION,,"330 N. Wabash Avenue, L.L.C."
REAL ESTATE & CONSTRUCTION,,333 Building Corp
REAL ESTATE & CONSTRUCTION,,333 Building Corp.
REAL ESTATE & CONSTRUCTION,,3401-09 N. Southport LLC
REAL ESTATE & CONSTRUCTION,,"3406 Sheffield, LLC"
REAL ESTATE & CONSTRUCTION,,"341 W. Grand, LLC"
REAL ESTATE & CONSTRUCTION,,3506 Hospitality LLC
REAL ESTATE & CONSTRUCTION,,"35 S Aberdeen, LLC"
REAL ESTATE & CONSTRUCTION,,3607 N Lakewood LLC
REAL ESTATE & CONSTRUCTION,,"360 North Michigan Properties, LLC"
REAL ESTATE & CONSTRUCTION,,3625 W 31st Street LLC
REAL ESTATE & CONSTRUCTION,,363 Erie LLC
REAL ESTATE & CONSTRUCTION,,3660 North Lake Shore Drive Phase II LLC
REAL ESTATE & CONSTRUCTION,,3838 North Broadway LLC
REAL ESTATE & CONSTRUCTION,,3 Corners Development
REAL ESTATE & CONSTRUCTION,,3 Diamnod Development
REAL ESTATE & CONSTRUCTION,,3 Diamond Development
REAL ESTATE & CONSTRUCTION,,"3F Properties, LLC"
REAL ESTATE & CONSTRUCTION,,3L Real Estate
REAL ESTATE & CONSTRUCTION,,400-410 Michigan Real Estate LLC
REAL ESTATE & CONSTRUCTION,,"400-410 N. Michigan Ave., Ste. 250"
REAL ESTATE & CONSTRUCTION,,420 Capital Management LLC
REAL ESTATE & CONSTRUCTION,,430 North LaSalle LLC
REAL ESTATE & CONSTRUCTION,,"440 Morgan, LLC"
REAL ESTATE & CONSTRUCTION,,450 Belmont Properties LLC
REAL ESTATE & CONSTRUCTION,,4801 N Ravenswood JV
REAL ESTATE & CONSTRUCTION,,4801 N Ravenswood LLC
REAL ESTATE & CONSTRUCTION,,"4K Diversey Partners, LLC"
REAL ESTATE & CONSTRUCTION,,4 KIDS LLC
REAL ESTATE & CONSTRUCTION,,5100-5120 S. Ellis LLC
REAL ESTATE & CONSTRUCTION,,5121 Agatite LLC
REAL ESTATE & CONSTRUCTION,,"540 W. Madison Owner, LLC "
REAL ESTATE & CONSTRUCTION,,"5454 S. Shore Drive, LLC"
REAL ESTATE & CONSTRUCTION,,5528-5532 Everett LLC
REAL ESTATE & CONSTRUCTION,,55th & State Redevelopment LLC
REAL ESTATE & CONSTRUCTION,,56th University Realty Trust
REAL ESTATE & CONSTRUCTION,,"571 West Polk, LLC"
REAL ESTATE & CONSTRUCTION,,5820 N Clark LLC
REAL ESTATE & CONSTRUCTION,,601 W Companies
REAL ESTATE & CONSTRUCTION,,601W Companies
REAL ESTATE & CONSTRUCTION,,625 W. Adams (Chicago) LLC
REAL ESTATE & CONSTRUCTION,,625 W. Division Condos
REAL ESTATE & CONSTRUCTION,,625 W Division Condos LLC
REAL ESTATE & CONSTRUCTION,,"625 West Division, LLC"
REAL ESTATE & CONSTRUCTION,,632 N Dearborn LLC
REAL ESTATE & CONSTRUCTION,,658 Melrose LLC
REAL ESTATE & CONSTRUCTION,,"6981 Sheridan, Inc"
REAL ESTATE & CONSTRUCTION,,"70 East Walton Property, LLC"
REAL ESTATE & CONSTRUCTION,,71 S. Wacker Dr. LLC
REAL ESTATE & CONSTRUCTION,,"725 Randolph, LLC"
REAL ESTATE & CONSTRUCTION,,"747 N. Wabash Ave. Apartments Investors, LLC"
REAL ESTATE & CONSTRUCTION,,"763 Argos, LLC"
REAL ESTATE & CONSTRUCTION,,"830 NMA, LLC"
REAL ESTATE & CONSTRUCTION,,"854 West Randolph, LLC"
REAL ESTATE & CONSTRUCTION,,"854 W. Randolph, LLC"
REAL ESTATE & CONSTRUCTION,,"900 N Dewitt Place Development, LLC"
REAL ESTATE & CONSTRUCTION,,900 North Dewitt Place Development LLC
REAL ESTATE & CONSTRUCTION,,900 North DeWitt place LLC
REAL ESTATE & CONSTRUCTION,,969 Land LLC
REAL ESTATE & CONSTRUCTION,,A & A Drywall & Taping Services
REAL ESTATE & CONSTRUCTION,,AAIM Howard and Western LLC
REAL ESTATE & CONSTRUCTION,,Aberdeen Development
REAL ESTATE & CONSTRUCTION,,ABRA Auto Body & Glass LP
REAL ESTATE & CONSTRUCTION,,"Abrams, Ron"
REAL ESTATE & CONSTRUCTION,,Acadia Realty Trust
REAL ESTATE & CONSTRUCTION,,"Acciavatti, Brian"
REAL ESTATE & CONSTRUCTION,,A Chicago Convention Center LLC/Sethi Family
REAL ESTATE & CONSTRUCTION,,Addivy Properties LLC
REAL ESTATE & CONSTRUCTION,,AD Madison Enterprises
REAL ESTATE & CONSTRUCTION,,Aeon Holding LLC
REAL ESTATE & CONSTRUCTION,,"AG%2fCP West Bradley, LLC"
REAL ESTATE & CONSTRUCTION,,AG/CP West Bradley LLC
REAL ESTATE & CONSTRUCTION,,AGC West Town Center Owner LLC
REAL ESTATE & CONSTRUCTION,,"AGC West Town Center Owner, LLC"
REAL ESTATE & CONSTRUCTION,,AGLRE
REAL ESTATE & CONSTRUCTION,,"AG-OCG 360 N. Michigan, L.L.C."
REAL ESTATE & CONSTRUCTION,,"AG-OCG 360 North Michigan, L.L.C."
REAL ESTATE & CONSTRUCTION,,AH-River East LLC
REAL ESTATE & CONSTRUCTION,,Airport Business City
REAL ESTATE & CONSTRUCTION,,Akara Partners LLC
REAL ESTATE & CONSTRUCTION,,"Akara Partners, LLC"
REAL ESTATE & CONSTRUCTION,,ALCOB Acquisition LLC
REAL ESTATE & CONSTRUCTION,,Alco Construction Company
REAL ESTATE & CONSTRUCTION,,Alessio & Son
REAL ESTATE & CONSTRUCTION,,Alexian Brothers
REAL ESTATE & CONSTRUCTION,,Alexian Brothers AIDS Ministry
REAL ESTATE & CONSTRUCTION,,"Alex Pearsall c/o 955 Grand Adventures, LLKC"
REAL ESTATE & CONSTRUCTION,,"Alex Troyanovsky c/o Mokin Investments, Inc."
REAL ESTATE & CONSTRUCTION,,"Algonquin Venture Real Estate, LLC"
REAL ESTATE & CONSTRUCTION,,ALL Masonry
REAL ESTATE & CONSTRUCTION,,A L L Masonry Construction Company Inc
REAL ESTATE & CONSTRUCTION,,All Nations Worship Assembly
REAL ESTATE & CONSTRUCTION,,Amco System Parking
REAL ESTATE & CONSTRUCTION,,"American Heritage Investments, LLC"
REAL ESTATE & CONSTRUCTION,,American Invsco
REAL ESTATE & CONSTRUCTION,,"American JAS Group, LLC"
REAL ESTATE & CONSTRUCTION,,American Landmark Properties
REAL ESTATE & CONSTRUCTION,,"AMG King, LLC"
REAL ESTATE & CONSTRUCTION,,"AMLI Residential/ 900 S. Clark Associates, LLC"
REAL ESTATE & CONSTRUCTION,,"AMLI Residential / 900 South Clark Associates, LLC"
REAL ESTATE & CONSTRUCTION,,AM Trio Park LLC
REAL ESTATE & CONSTRUCTION,,AmTrust Realty
REAL ESTATE & CONSTRUCTION,,Andrea A Raila & Associates
REAL ESTATE & CONSTRUCTION,,Andrew Arague
REAL ESTATE & CONSTRUCTION,,Andrew Cretal
REAL ESTATE & CONSTRUCTION,,Andy Pope
REAL ESTATE & CONSTRUCTION,,"Anexis Development, LLC"
REAL ESTATE & CONSTRUCTION,,Angelo Gordon Real Estate Inc
REAL ESTATE & CONSTRUCTION,,"Anguiano, Elisa"
REAL ESTATE & CONSTRUCTION,,Ansonia Properties
REAL ESTATE & CONSTRUCTION,,"Antheus Capital, LLC"
REAL ESTATE & CONSTRUCTION,,"Antonette, Latanya"
REAL ESTATE & CONSTRUCTION,,"AP 100 W. Huron Property, LLC"
REAL ESTATE & CONSTRUCTION,,"Apple, Inc"
REAL ESTATE & CONSTRUCTION,,Aries Real Estate
REAL ESTATE & CONSTRUCTION,,ARMANDO RAMIREZ
REAL ESTATE & CONSTRUCTION,,"Aronson, Rich"
REAL ESTATE & CONSTRUCTION,,Arthur 7159 LLC
REAL ESTATE & CONSTRUCTION,,Artis Senior Living
REAL ESTATE & CONSTRUCTION,,"Ascend Real Estate Group, LLC"
REAL ESTATE & CONSTRUCTION,,"Ascend Real Estate, Inc"
REAL ESTATE & CONSTRUCTION,,"Ashcer, LLC"
REAL ESTATE & CONSTRUCTION,,"Asset Aloft, LLC"
REAL ESTATE & CONSTRUCTION,,Association of Subcontractors
REAL ESTATE & CONSTRUCTION,,"Atkinson, Tremaine"
REAL ESTATE & CONSTRUCTION,,Atlas Residential USA
REAL ESTATE & CONSTRUCTION,,Atrium village
REAL ESTATE & CONSTRUCTION,,"Aura-New York, LLC"
REAL ESTATE & CONSTRUCTION,,Avgeris & Associates
REAL ESTATE & CONSTRUCTION,,"AVRA Properties, End-User Fund I LLC"
REAL ESTATE & CONSTRUCTION,,Baker Development Corp.
REAL ESTATE & CONSTRUCTION,,Baker Development Corporation
REAL ESTATE & CONSTRUCTION,,"Baker Tilly Virchow Krause, LLP"
REAL ESTATE & CONSTRUCTION,,"Banner Acquisitions, LLC"
REAL ESTATE & CONSTRUCTION,,Baqrrett Visionary Development
REAL ESTATE & CONSTRUCTION,,Barnett Capital Ltd
REAL ESTATE & CONSTRUCTION,,Barrett & Porto
REAL ESTATE & CONSTRUCTION,,Barrett Visionary Development
REAL ESTATE & CONSTRUCTION,,"Barr, Richard"
REAL ESTATE & CONSTRUCTION,,Barry Sidel
REAL ESTATE & CONSTRUCTION,,"Baum Revision, LLC"
REAL ESTATE & CONSTRUCTION,,BBC-LI Walton LLC
REAL ESTATE & CONSTRUCTION,,BCG Enterprises LLC
REAL ESTATE & CONSTRUCTION,,"BCL - 1947 Chicago, LLC"
REAL ESTATE & CONSTRUCTION,,BCSP OND Property LLC
REAL ESTATE & CONSTRUCTION,,BD Chickenbone LLC
REAL ESTATE & CONSTRUCTION,,"BDT & Company, LLC"
REAL ESTATE & CONSTRUCTION,,Beacon Capital Partners LLC
REAL ESTATE & CONSTRUCTION,,Behringer Harvard Burnham LLC
REAL ESTATE & CONSTRUCTION,,Beitler Real Estate Services
REAL ESTATE & CONSTRUCTION,,Belgravia Group
REAL ESTATE & CONSTRUCTION,,"Belgravia Group, Ltd."
REAL ESTATE & CONSTRUCTION,,Bel Harbour Condominium Association
REAL ESTATE & CONSTRUCTION,,Bellamat LLC
REAL ESTATE & CONSTRUCTION,,Belmont Keeler LLC
REAL ESTATE & CONSTRUCTION,,Belvedere Financial LLC
REAL ESTATE & CONSTRUCTION,,Benchmark
REAL ESTATE & CONSTRUCTION,,"Berenstain Properties, LLC"
REAL ESTATE & CONSTRUCTION,,Berger Development Ltd
REAL ESTATE & CONSTRUCTION,,Berger General Contracting LLC
REAL ESTATE & CONSTRUCTION,,"Berke, Benitta, as Trustee under trust agreement Dated 12/1/2011, and known as Trust Number 12-2831-6350"
REAL ESTATE & CONSTRUCTION,,"Bero, Mike"
